,Carrozzeria,id_annuncio,Alimentazione,Tipo di veicolo,Anno,Marca,Modello,Porte,Posti a sedere,Tipo di cambio,Tipo di unita,Colore esterno,Emissioni di CO2,Rivestimenti,Colore originale,Tipo di vernice,Marce,Peso a vuoto,Usato Garantito,Per neopatentati,Proprietari,Cilindrata,Classe emissioni,Cilindri,Veicolo per non fumatori,Consumo carburante,Tagliandi certificati,seller,vehicle,country,address,conditional_on_price,price,link_annuncio,vehicle_user_desc,median,discount,variazione_su_mediana,equal_or_lower
6308,Monovolume,f0375446-349b-4e2a-b9be-704923d362d2,Benzina,KM0,2019.0,Fiat,Doblo,3.0,2.0,Manuale,anteriore,Bianco,169 g CO2/km (comb.),"Stoffa, Grigio",Bianco,Base,5.0,1355.0,24 mese,SÃƒÂ¬,,1368.0,Euro 6,4.0,,"7,3 l/100 km (comb.)
9,9 l/100 km (urbano)
5,8 l/100 km (extraurbano)",,Fassina Spa,Fiat Doblo,IT,20157 Milano - Mi,12,11900,https://www.autoscout24.it/annunci/fiat-doblo-doblo-1-4-cargo-sx-benzina-bianco-f0375446-349b-4e2a-b9be-704923d362d2?cldtidx=12&cldtsrc=listPage,DoblÃƒÂ² 1.4 Cargo SX,18100.0,6200.0,4950.0,1
6309,Monovolume,b67fa1a2-105f-4c4b-a6bb-4ce243bc45ae,Benzina,KM0,2019.0,Fiat,Doblo,4.0,2.0,Manuale,anteriore,Grigio,174 g CO2/km (comb.),,Antracite,Base,5.0,1360.0,,SÃƒÂ¬,,1368.0,Euro 6,4.0,,"7,5 l/100 km (comb.)
10,4 l/100 km (urbano)
5,8 l/100 km (extraurbano)",,Car sharing asti srl,Fiat Doblo,IT,14100 Asti,12,14500,https://www.autoscout24.it/annunci/fiat-doblo-doblo-1-4-pl-tn-cargo-maxi-lamierato-benzina-grigio-b67fa1a2-105f-4c4b-a6bb-4ce243bc45ae?cldtidx=18&cldtsrc=listPage,DoblÃƒÂ² 1.4 PL-TN Cargo Maxi Lamierato,18100.0,3600.0,2350.0,1
6310,Monovolume,0ca37156-83fe-4f51-9dc8-1932ee30f1f5,Benzina,KM0,2019.0,Fiat,Doblo,5.0,5.0,Manuale,anteriore,Argento,196 g CO2/km (comb.),,Vari colori,Metallizzato,6.0,1445.0,24 mese,,,1368.0,Euro 6d-TEMP,4.0,,"8,6 l/100 km (comb.)
10,8 l/100 km (urbano)
7,3 l/100 km (extraurbano)",,Tecnoauto Service Srl,Fiat Doblo,IT,24043 Caravaggio - Bergamo,12,13450,https://www.autoscout24.it/annunci/fiat-doblo-doblo-1-4-t-jet-pc-combi-n1-benzina-argento-0ca37156-83fe-4f51-9dc8-1932ee30f1f5?cldtidx=6&cldtsrc=listPage,DoblÃƒÂ² 1.4 T-Jet PC Combi N1,18100.0,4650.0,3400.0,1
6311,Altro,56149322-2b6a-47a6-9728-c2dd85d1bc2b,Metano,KM0,2020.0,Fiat,Doblo,3.0,,Manuale,,Bianco,173 g CO2/km (comb.),,Bianco,Base,,,SÃƒÂ¬,,,,,,,,,Motor Village Outlet,Fiat Doblo,IT,10100 Torino - To,1,23629,https://www.autoscout24.it/annunci/fiat-doblo-cargo-euro-6-cargo-14-t-jet-natural-power-120cv-metano-bianco-56149322-2b6a-47a6-9728-c2dd85d1bc2b?cldtidx=15&cldtsrc=listPage,cargo euro 6 Cargo 14 t jet natural power 120cv,18100.0,-5529.0,-6779.0,0
6312,Monovolume,312e1bc7-e0b8-4831-af6e-eef3bdb456da,Metano,KM0,2019.0,Fiat,Doblo,5.0,7.0,Manuale,anteriore,Bianco,173 g CO2/km (comb.),"Stoffa, Nero",Bianco,Base,6.0,1615.0,SÃƒÂ¬,,,1368.0,Euro 6,4.0,SÃƒÂ¬,"7,4 kg/100 km (comb.)
9,6 kg/100 km (urbano)
6,1 kg/100 km (extraurbano)",,Primovei Auto Srl,Fiat Doblo,IT,41051 Castelnuovo Rangone - Modena - Mo,12,28580,https://www.autoscout24.it/annunci/fiat-doblo-1-4-t-jet-16v-natural-power-lounge-7-posti-metano-bianco-312e1bc7-e0b8-4831-af6e-eef3bdb456da?cldtidx=4&cldtsrc=listPage,1.4 T-Jet 16V Natural Power Lounge 7 posti,18100.0,-10480.0,-11730.0,0
6313,Monovolume,a392328d-e7fe-4049-96c9-3c76f64fc4c0,Metano,KM0,2019.0,Fiat,Doblo,5.0,5.0,Manuale,anteriore,Bianco,173 g CO2/km (comb.),"Stoffa, Nero",Bianco,Base,6.0,1615.0,SÃƒÂ¬,,,1368.0,Euro 6,4.0,SÃƒÂ¬,"7,4 kg/100 km (comb.)
9,6 kg/100 km (urbano)
6,1 kg/100 km (extraurbano)",,Primovei Auto Srl,Fiat Doblo,IT,41051 Castelnuovo Rangone - Modena - Mo,12,25400,https://www.autoscout24.it/annunci/fiat-doblo-1-4-t-jet-16v-natural-power-easy-5-posti-metano-bianco-a392328d-e7fe-4049-96c9-3c76f64fc4c0?cldtidx=5&cldtsrc=listPage,1.4 T-Jet 16V Natural Power Easy 5 posti,18100.0,-7300.0,-8550.0,0
6314,Monovolume,14f39c49-c339-4df5-b198-0bea1a184ab1,Metano,KM0,2019.0,Fiat,Doblo,5.0,7.0,Manuale,anteriore,Bianco,173 g CO2/km (comb.),"Stoffa, Nero",Bianco,Base,6.0,1615.0,SÃƒÂ¬,,,1368.0,Euro 6,4.0,SÃƒÂ¬,"7,4 kg/100 km (comb.)
9,6 kg/100 km (urbano)
6,1 kg/100 km (extraurbano)",,Primovei Auto Srl,Fiat Doblo,IT,41051 Castelnuovo Rangone - Modena - Mo,12,25840,https://www.autoscout24.it/annunci/fiat-doblo-1-4-t-jet-16v-natural-power-easy-metano-bianco-14f39c49-c339-4df5-b198-0bea1a184ab1?cldtidx=6&cldtsrc=listPage,1.4 T-Jet 16V Natural Power Easy,18100.0,-7740.0,-8990.0,0
6315,Altro,fdf29099-9f53-47f9-938f-6215b0958900,Diesel,KM0,2019.0,Fiat,Doblo,,,Manuale,,Bianco,,,Bianco,Base,,,12 mese,,,1598.0,,,,,,S.T.A.V. Spa,Fiat Doblo,IT,27029 Vigevano - Pv,12,17200,https://www.autoscout24.it/annunci/fiat-doblo-1-6-multijet-16v-120-cv-diesel-bianco-fdf29099-9f53-47f9-938f-6215b0958900?cldtidx=14&cldtsrc=listPage,1.6 Multijet 16v 120 Cv,18100.0,900.0,-350.0,0
6316,Altro,fbe81178-afcd-4e68-8c84-1796b9ddf33d,Diesel,KM0,2019.0,Fiat,Doblo,4.0,2.0,Manuale,anteriore,Bianco,136 g CO2/km (comb.),,Bianco,Base,5.0,,12 mese,,,1248.0,Euro 6,4.0,,"5,1 l/100 km (comb.)
6,6 l/100 km (urbano)
4,3 l/100 km (extraurbano)",,S.T.A.V. Spa,Fiat Doblo,IT,27029 Vigevano - Pv,12,13900,https://www.autoscout24.it/annunci/fiat-doblo-cargo-1-3-mj-diesel-bianco-fbe81178-afcd-4e68-8c84-1796b9ddf33d?cldtidx=15&cldtsrc=listPage,CARGO 1.3 MJ,18100.0,4200.0,2950.0,1
6317,Monovolume,ed904310-5ce5-4a18-b96f-94c9be155a17,Diesel,KM0,2020.0,Fiat,Doblo,5.0,5.0,Manuale,anteriore,Grigio,142 g CO2/km (comb.),"Stoffa, Grigio",Grigio,Metallizzato,6.0,1570.0,24 mese,SÃƒÂ¬,,1598.0,Euro 6,4.0,,"5,4 l/100 km (comb.)
6,8 l/100 km (urbano)
4,6 l/100 km (extraurbano)",,F.L.S. Srl (Foltran Auto),Fiat Doblo,IT,30174 Zelarino Ã¢Â€Â“ Venezia Ã¢Â€Â“ Ve,12,16300,https://www.autoscout24.it/annunci/fiat-doblo-doblo-1-6-mjt-95cv-s-s-easy-diesel-grigio-ed904310-5ce5-4a18-b96f-94c9be155a17?cldtidx=16&cldtsrc=listPage,DoblÃƒÂ² 1.6 MJT 95CV S&S Easy,18100.0,1800.0,550.0,0
6318,Monovolume,4214bc84-112d-4afa-9bcb-343d7e9c67d8,Diesel,KM0,2020.0,Fiat,Doblo,5.0,5.0,Manuale,anteriore,Grigio,142 g CO2/km (comb.),"Stoffa, Grigio",Grigio,Metallizzato,6.0,1570.0,24 mese,SÃƒÂ¬,,1598.0,Euro 6,4.0,,"5,4 l/100 km (comb.)
6,8 l/100 km (urbano)
4,6 l/100 km (extraurbano)",,F.L.S. Srl (Foltran Auto),Fiat Doblo,IT,30174 Zelarino Ã¢Â€Â“ Venezia Ã¢Â€Â“ Ve,12,17300,https://www.autoscout24.it/annunci/fiat-doblo-doblo-1-6-mjt-95cv-s-s-easy-diesel-grigio-4214bc84-112d-4afa-9bcb-343d7e9c67d8?cldtidx=17&cldtsrc=listPage,DoblÃƒÂ² 1.6 MJT 95CV S&S Easy,18100.0,800.0,-450.0,0
6319,Monovolume,18aaa00d-d24f-43ba-bc6d-9e2c48c84197,Diesel,KM0,2020.0,Fiat,Doblo,3.0,2.0,Manuale,anteriore,Bianco,,Grigio,Bianco,Base,5.0,1425.0,12 mese,SÃƒÂ¬,,1248.0,,4.0,,,,Cesaro Srl,Fiat Doblo,IT,11026 Pont Saint Martin - Aosta - Ao,12,11967,https://www.autoscout24.it/annunci/fiat-doblo-cargo-1-3-multijet-16v-95cv-e6-sx-detax-diesel-bianco-18aaa00d-d24f-43ba-bc6d-9e2c48c84197?cldtidx=5&cldtsrc=listPage,Cargo 1.3 Multijet 16v 95cv E6 SX-DETAX,18100.0,6133.0,4883.0,1
6320,Monovolume,70c587c8-5fc7-4b69-b1bf-4c6c331df30f,Diesel,KM0,2020.0,Fiat,Doblo,5.0,5.0,Manuale,anteriore,Bianco,144 g CO2/km (comb.),"Stoffa, Nero",Bianco,Metallizzato,6.0,,,,,1598.0,Euro 6,4.0,,"5,5 l/100 km (comb.)
6,5 l/100 km (urbano)
4,8 l/100 km (extraurbano)",,Autoteam9,Fiat Doblo,IT,37135 Verona - VR,12,15494,https://www.autoscout24.it/annunci/fiat-doblo-1-6-mjt-105cv-s-s-pc-combi-n1-lounge-diesel-bianco-70c587c8-5fc7-4b69-b1bf-4c6c331df30f?cldtidx=6&cldtsrc=listPage,1.6 MJT 105CV S&S PC Combi N1 Lounge,18100.0,2606.0,1356.0,1
6321,Monovolume,c78c25e3-60a1-479c-8629-d366486a0358,Diesel,KM0,2020.0,Fiat,Doblo,5.0,5.0,Manuale,anteriore,Grigio,150 g CO2/km (comb.),,Grigio,Metallizzato,6.0,1645.0,,,,1598.0,Euro 6,4.0,,"5,6 l/100 km (comb.)
6,8 l/100 km (urbano)
5,1 l/100 km (extraurbano)",,Frattin Auto Srl,Fiat Doblo,IT,36022 Cassola - Vi,1,15990,https://www.autoscout24.it/annunci/fiat-doblo-doblo-1-6-mjt-105cv-s-s-pl-combi-maxi-n1-easy-diesel-grigio-c78c25e3-60a1-479c-8629-d366486a0358?cldtidx=1&cldtsrc=listPage,DoblÃƒÂ² 1.6 MJT 105CV S&S PL Combi Maxi N1 Easy,18100.0,2110.0,860.0,0
6322,Monovolume,8e4167d6-410c-431a-8c4e-f75749bbf57f,Diesel,KM0,2020.0,Fiat,Doblo,3.0,2.0,Manuale,anteriore,Bianco,133 g CO2/km (comb.),,Bianco,,5.0,,15 mese,,,1248.0,Euro 6,4.0,,"5 l/100 km (comb.)
6,5 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Pavan Srl,Fiat Doblo,IT,35028 Piove di Sacco - Pd,1,12950,https://www.autoscout24.it/annunci/fiat-doblo-1-3-mjt-cargo-pc-tn-lounge-95cv-diesel-bianco-8e4167d6-410c-431a-8c4e-f75749bbf57f?cldtidx=16&cldtsrc=listPage,1.3 MJT CARGO PC TN LOUNGE 95CV,18100.0,5150.0,3900.0,1
6323,Monovolume,7f1ba41c-9acf-4d92-9505-faa28fbaa693,Diesel,KM0,2020.0,Fiat,Doblo,3.0,2.0,Manuale,anteriore,Blu/Azzurro,133 g CO2/km (comb.),"Stoffa, Grigio",Blu,Base,5.0,1425.0,24 mese,SÃƒÂ¬,,1248.0,Euro 6,4.0,,"5 l/100 km (comb.)
6,5 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,New Bassani Auto Srl,Fiat Doblo,IT,32030 Arsie - Belluno - Bl,12,11350,https://www.autoscout24.it/annunci/fiat-doblo-1-3-mjt-pc-tn-cargo-lamierato-diesel-blu-azzurro-7f1ba41c-9acf-4d92-9505-faa28fbaa693?cldtidx=19&cldtsrc=listPage,1.3 MJT PC-TN Cargo Lamierato,18100.0,6750.0,5500.0,1
6324,Monovolume,62737215-c98a-4538-aab3-e260ea9c6b29,Diesel,KM0,2017.0,Fiat,Doblo,3.0,2.0,Manuale,anteriore,Bianco,133 g CO2/km (comb.),,Bianco,Metallizzato,5.0,1425.0,12 mese,SÃƒÂ¬,,1248.0,Euro 6,4.0,,"5 l/100 km (comb.)
6,5 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Gruppo Ghedini Spa,Fiat Doblo,IT,40138 Bologna - Bo,1,13500,https://www.autoscout24.it/annunci/fiat-doblo-doblo-1-3-mjt-cargo-diesel-bianco-62737215-c98a-4538-aab3-e260ea9c6b29?cldtidx=5&cldtsrc=listPage,DoblÃƒÂ² 1.3 MJT CARGO,18100.0,4600.0,3350.0,1
6325,Monovolume,6de3707c-a080-45a0-913f-61e2d0cd53e3,Diesel,KM0,2019.0,Fiat,Doblo,5.0,5.0,Manuale,,Bianco,142 g CO2/km (comb.),Stoffa,,,6.0,1505.0,,,1.0,1598.0,Euro 6d-TEMP,4.0,,"5,4 l/100 km (comb.)
6,8 l/100 km (urbano)
4,6 l/100 km (extraurbano)",,Werthauto,Fiat Doblo,IT,39042 Bressanone - Bolzano - Bz,41,19800,https://www.autoscout24.it/annunci/fiat-doblo-1-6-mjt-120cv-lounge-diesel-bianco-6de3707c-a080-45a0-913f-61e2d0cd53e3?cldtidx=6&cldtsrc=listPage,1.6 MJT 120CV LOUNGE,18100.0,-1700.0,-2950.0,0
6326,Monovolume,2825f5c5-9c34-491a-8bc3-19ecf03eab45,Diesel,KM0,2020.0,Fiat,Doblo,3.0,2.0,Manuale,anteriore,Bianco,133 g CO2/km (comb.),"Stoffa, Grigio",Bianco,Base,5.0,1425.0,24 mese,SÃƒÂ¬,,1248.0,Euro 6,4.0,,"5 l/100 km (comb.)
6,5 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,New Bassani Auto Srl,Fiat Doblo,IT,32030 Arsie - Belluno - Bl,41,11350,https://www.autoscout24.it/annunci/fiat-doblo-1-3-mjt-pc-tn-cargo-lamierato-diesel-bianco-2825f5c5-9c34-491a-8bc3-19ecf03eab45?cldtidx=17&cldtsrc=listPage,1.3 MJT PC-TN Cargo Lamierato,18100.0,6750.0,5500.0,1
6327,Monovolume,a6c46c11-995d-457f-ac26-b2dfe3b5bfbb,Diesel,KM0,2020.0,Fiat,Doblo,3.0,2.0,Manuale,anteriore,Rosso,133 g CO2/km (comb.),"Stoffa, Grigio",Rosso,Base,5.0,1425.0,24 mese,SÃƒÂ¬,,1248.0,Euro 6,4.0,,"5 l/100 km (comb.)
6,5 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,New Bassani Auto Srl,Fiat Doblo,IT,32030 Arsie - Belluno - Bl,41,11350,https://www.autoscout24.it/annunci/fiat-doblo-1-3-mjt-pc-tn-cargo-lamierato-diesel-rosso-a6c46c11-995d-457f-ac26-b2dfe3b5bfbb?cldtidx=18&cldtsrc=listPage,1.3 MJT PC-TN Cargo Lamierato,18100.0,6750.0,5500.0,1
6328,Monovolume,cbbb000b-a925-40b1-b82b-657662dbf1c7,Diesel,KM0,2020.0,Fiat,Doblo,3.0,2.0,Manuale,anteriore,Bianco,131 g CO2/km (comb.),,Bianco,Metallizzato,5.0,1395.0,SÃƒÂ¬,SÃƒÂ¬,,1248.0,Euro 6,4.0,,"5 l/100 km (comb.)
6,5 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,MC Auto srl,Fiat Doblo,IT,51015 Monsummano Terme PT,41,13499,https://www.autoscout24.it/annunci/fiat-doblo-doblo-1-3-mjt-s-s-pc-tn-cargo-lounge-diesel-bianco-cbbb000b-a925-40b1-b82b-657662dbf1c7?cldtidx=19&cldtsrc=listPage,DoblÃƒÂ² 1.3 MJT S&S PC-TN Cargo Lounge,18100.0,4601.0,3351.0,1
6329,Monovolume,95507bf3-3f32-4f5b-8818-3747bb0e4cb8,Benzina,KM0,2020.0,Volkswagen,Caddy,5.0,5.0,Manuale,anteriore,Beige,150 g CO2/km (comb.),"Altro, Altro",,,6.0,,SÃƒÂ¬,,,1395.0,Euro 6,4.0,,"6,6 l/100 km (comb.)
8,1 l/100 km (urbano)
5,7 l/100 km (extraurbano)",,Di Viesto,Volkswagen Caddy,Denise Ziegler,IT,12,22400,https://www.autoscout24.it/annunci/volkswagen-caddy-1-4-tsi-trendline-plus-benzina-beige-95507bf3-3f32-4f5b-8818-3747bb0e4cb8?cldtidx=17&cldtsrc=listPage,1.4 TSI Trendline Plus,27980.0,5580.0,4330.0,1
6330,City car,53933f7f-1eb8-49a3-ad55-ea55ba327a8e,Metano,KM0,2019.0,Volkswagen,Caddy,4.0,2.0,Automatico,anteriore,Bianco,135 g CO2/km (comb.),,Bianco pastello,Base,,,,,,1395.0,Euro 6,,,"5,9 kg/100 km (comb.)
7,2 kg/100 km (urbano)
5,1 kg/100 km (extraurbano)",,Gabellini Srl,Volkswagen Caddy,IT,61100 Pesaro - Pu,12,17600,https://www.autoscout24.it/annunci/volkswagen-caddy-1-4-tgi-dsg-furgone-business-metano-bianco-53933f7f-1eb8-49a3-ad55-ea55ba327a8e?cldtidx=4&cldtsrc=listPage,1.4 TGI DSG Furgone Business,27980.0,10380.0,9130.0,1
6331,City car,f5a5850e-ce96-424b-96ab-de646d0b206f,Metano,KM0,2019.0,Volkswagen,Caddy,4.0,2.0,Manuale,anteriore,Bianco,135 g CO2/km (comb.),,Bianco pastello,Base,,,,,,1395.0,Euro 6,,,"5,9 kg/100 km (comb.)
7,2 kg/100 km (urbano)
5,1 kg/100 km (extraurbano)",,Gabellini Srl,Volkswagen Caddy,IT,61100 Pesaro - Pu,12,16800,https://www.autoscout24.it/annunci/volkswagen-caddy-1-4-tgi-furgone-business-metano-bianco-f5a5850e-ce96-424b-96ab-de646d0b206f?cldtidx=5&cldtsrc=listPage,1.4 TGI Furgone Business,27980.0,11180.0,9930.0,1
6332,Altro,26078e79-ad6a-40e0-92b5-8e1c89510ed9,Metano,KM0,2019.0,Volkswagen,Caddy,4.0,2.0,Manuale,anteriore,Bianco,135 g CO2/km (comb.),"Altro, Altro",,,6.0,,SÃƒÂ¬,,,1395.0,Euro 6,4.0,,"9,1 kg/100 km (comb.)
11,1 kg/100 km (urbano)
7,8 kg/100 km (extraurbano)",,Di Viesto,Volkswagen Caddy,IT,10148 Torino - To,41,14098,https://www.autoscout24.it/annunci/volkswagen-caddy-1-4-tgi-furgone-business-metano-bianco-26078e79-ad6a-40e0-92b5-8e1c89510ed9?cldtidx=3&cldtsrc=listPage,1.4 TGI Furgone Business,27980.0,13882.0,12632.0,1
6333,Altro,b5c93c0d-ddc8-43d2-9deb-53509c2b3645,Metano,KM0,2019.0,Volkswagen,Caddy,4.0,2.0,Manuale,anteriore,Bianco,135 g CO2/km (comb.),"Altro, Altro",,,6.0,,SÃƒÂ¬,,,1395.0,,4.0,,"9,1 kg/100 km (comb.)
11,1 kg/100 km (urbano)
7,8 kg/100 km (extraurbano)",,Negro Automobili Srl,Volkswagen Caddy,IT,31100 Treviso - Tv,41,16500,https://www.autoscout24.it/annunci/volkswagen-caddy-1-4-tgi-furgone-business-metano-bianco-b5c93c0d-ddc8-43d2-9deb-53509c2b3645?cldtidx=16&cldtsrc=listPage,1.4 TGI Furgone Business,27980.0,11480.0,10230.0,1
6334,Monovolume,d2462c88-0afc-4172-84d8-1f5a1f680620,Metano,KM0,2020.0,Volkswagen,Caddy,,,Manuale,,Beige,,"Altro, Nero",,Metallizzato,,,24 mese,,1.0,1400.0,,,SÃƒÂ¬,,SÃƒÂ¬,Autosalone Cavour Srl,Volkswagen Caddy,IT,44122 Ferrara - Fe,12,27600,https://www.autoscout24.it/annunci/volkswagen-caddy-caddy-maxi-plus-1-4-tgi-7posti-metano-beige-d2462c88-0afc-4172-84d8-1f5a1f680620?cldtidx=1&cldtsrc=listPage,Caddy MAXI Plus 1.4 TGI 7POSTI,27980.0,380.0,-870.0,0
6335,Monovolume,228e2498-a944-444b-9df3-fec77999fa21,Metano,KM0,2020.0,Volkswagen,Caddy,5.0,5.0,Manuale,anteriore,Nero,135 g CO2/km (comb.),"Stoffa, Nero",Nero,Metallizzato,6.0,1541.0,24 mese,,,1395.0,Euro 6,4.0,,"5,9 kg/100 km (comb.)
7,2 kg/100 km (urbano)
5,1 kg/100 km (extraurbano)",,Autovega Srl,Volkswagen Caddy,IT,36100 Vicenza - Vi,12,27700,https://www.autoscout24.it/annunci/volkswagen-caddy-metano-5-posti-plus-1-4-tgi-110-cv-metano-nero-228e2498-a944-444b-9df3-fec77999fa21?cldtidx=3&cldtsrc=listPage,METANO 5 POSTI PLUS 1.4 TGI 110 CV,27980.0,280.0,-970.0,0
6336,Monovolume,cd0caa25-7bc4-4c2b-84f5-855844c28063,Metano,KM0,2020.0,Volkswagen,Caddy,5.0,7.0,Manuale,anteriore,Beige,116 g CO2/km (comb.),Stoffa,Beige Metallizzato,Metallizzato,6.0,,,,1.0,1395.0,Euro 6,4.0,,"65 kg/100 km (comb.)
81 kg/100 km (urbano)
56 kg/100 km (extraurbano)",,C.S.A. Centro Servizi Autocarri Srl,Volkswagen Caddy,IT,40011 Anzola Emilia - Bologna - Bo,2,28800,https://www.autoscout24.it/annunci/volkswagen-caddy-1-4-tgi-110cv-plus-maxi-e6-metano-7-posti-metano-beige-cd0caa25-7bc4-4c2b-84f5-855844c28063?cldtidx=8&cldtsrc=listPage,1.4 tgi 110cv Plus maxi E6 METANO 7 POSTI,27980.0,-820.0,-2070.0,0
6337,Monovolume,385fb469-20e5-4f05-92c9-e41f1b0d20bf,Metano,KM0,2020.0,Volkswagen,Caddy,,,Manuale,,Bianco,,"Altro, Nero",,,,,24 mese,,1.0,1400.0,,,SÃƒÂ¬,,SÃƒÂ¬,Autosalone Cavour Srl,Volkswagen Caddy,IT,44122 Ferrara - Fe,2,26250,https://www.autoscout24.it/annunci/volkswagen-caddy-caddy-plus-1-4-tgi-app-connect-metano-bianco-385fb469-20e5-4f05-92c9-e41f1b0d20bf?cldtidx=10&cldtsrc=listPage,Caddy Plus 1.4 TGI APP-CONNECT,27980.0,1730.0,480.0,0
6338,Altro,b4bd674f-4c50-4781-8534-9dd5522745bb,Diesel,KM0,2020.0,Volkswagen,Caddy,4.0,2.0,Manuale,anteriore,Bianco,117 g CO2/km (comb.),"Altro, Altro",,,5.0,,SÃƒÂ¬,,,1968.0,Euro 6,4.0,,"4,5 l/100 km (comb.)
5,3 l/100 km (urbano)
4 l/100 km (extraurbano)",,Di Viesto,Volkswagen Caddy,IT,10148 Torino - To,41,16188,https://www.autoscout24.it/annunci/volkswagen-caddy-2-0-tdi-102-cv-furgone-business-diesel-bianco-b4bd674f-4c50-4781-8534-9dd5522745bb?cldtidx=9&cldtsrc=listPage,2.0 TDI 102 CV Furgone Business,27980.0,11792.0,10542.0,1
6339,Altro,9678c88e-2da3-4d42-8e34-07beea6a7bd1,Diesel,KM0,2020.0,Volkswagen,Caddy,4.0,2.0,Manuale,anteriore,Bianco,121 g CO2/km (comb.),"Altro, Altro",,,5.0,,SÃƒÂ¬,,,1968.0,Euro 6,4.0,,"4,6 l/100 km (comb.)
5,4 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Di Viesto,Volkswagen Caddy,IT,10148 Torino - To,41,17131,https://www.autoscout24.it/annunci/volkswagen-caddy-2-0-tdi-102-cv-furgone-business-maxi-diesel-bianco-9678c88e-2da3-4d42-8e34-07beea6a7bd1?cldtidx=11&cldtsrc=listPage,2.0 TDI 102 CV Furgone Business Maxi,27980.0,10849.0,9599.0,1
6340,Altro,4aeba78c-c832-4026-8179-c5b267b95936,Diesel,KM0,2019.0,Volkswagen,Caddy,5.0,7.0,Manuale,anteriore,Argento,119 g CO2/km (comb.),"Altro, Altro",,,5.0,,SÃƒÂ¬,,,1968.0,Euro 6,4.0,,"4,7 l/100 km (comb.)
5,3 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Di Viesto,Volkswagen Caddy,IT,10148 Torino - To,21,24100,https://www.autoscout24.it/annunci/volkswagen-caddy-2-0-tdi-102-cv-plus-maxi-allest-focaccia-per-disa-diesel-argento-4aeba78c-c832-4026-8179-c5b267b95936?cldtidx=18&cldtsrc=listPage,2.0 TDI 102 CV Plus Maxi allest. Focaccia per Disa,27980.0,3880.0,2630.0,1
6341,Monovolume,cc4f2475-d200-48b8-92c1-57073a9765b4,Diesel,KM0,2019.0,Volkswagen,Caddy,4.0,2.0,Manuale,anteriore,Bianco,117 g CO2/km (comb.),,Bianco,,5.0,,,,,1968.0,Euro 6,4.0,,"4,5 l/100 km (comb.)
5,4 l/100 km (urbano)
4 l/100 km (extraurbano)",,Auto Brenner Spa,Volkswagen Caddy,IT,39100 Bolzano - Bz,12,18500,https://www.autoscout24.it/annunci/volkswagen-caddy-caddy4-furg-base-55-crdm5-my-19-diesel-bianco-cc4f2475-d200-48b8-92c1-57073a9765b4?cldtidx=14&cldtsrc=listPage,CADDY4 FURG Base 55 CRDM5 MY 19,27980.0,9480.0,8230.0,1
6342,Monovolume,b6c565ba-4038-48d3-bf04-5d4eb5e7788d,Diesel,KM0,2019.0,Volkswagen,Caddy,4.0,2.0,Manuale,anteriore,Bianco,117 g CO2/km (comb.),,Bianco,,5.0,,,,,1968.0,Euro 6,4.0,,"4,5 l/100 km (comb.)
5,3 l/100 km (urbano)
4 l/100 km (extraurbano)",,Auto Brenner Spa,Volkswagen Caddy,IT,39100 Bolzano - Bz,12,19900,https://www.autoscout24.it/annunci/volkswagen-caddy-caddy4-furg-base-75-crdm5-my-19-diesel-bianco-b6c565ba-4038-48d3-bf04-5d4eb5e7788d?cldtidx=15&cldtsrc=listPage,CADDY4 FURG Base 75 CRDM5 MY 19,27980.0,8080.0,6830.0,1
6343,Monovolume,b6b2bddf-cff3-459a-b0a5-2a938ff1359d,Diesel,KM0,2019.0,Volkswagen,Caddy,4.0,2.0,Manuale,anteriore,Grigio,121 g CO2/km (comb.),Nero,Grigio,,5.0,,,,,1968.0,Euro 6,4.0,,"4,6 l/100 km (comb.)
5,4 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Bossoni Automobili Spa,Volkswagen Caddy,IT,26100 Cremona - Cr,12,19900,https://www.autoscout24.it/annunci/volkswagen-caddy-4-2-0-tdi-102-cv-furgone-maxi-diesel-grigio-b6b2bddf-cff3-459a-b0a5-2a938ff1359d?cldtidx=6&cldtsrc=listPage,4 2.0 TDI 102 CV Furgone Maxi,27980.0,8080.0,6830.0,1
6344,Monovolume,144f72e5-bab0-403f-a29e-d272ecda339b,Diesel,KM0,2019.0,Volkswagen,Caddy,4.0,2.0,Manuale,anteriore,Bianco,117 g CO2/km (comb.),Nero,Bianco Candy,,5.0,,,,,1968.0,Euro 6,4.0,,"4,5 l/100 km (comb.)
5,3 l/100 km (urbano)
4 l/100 km (extraurbano)",,Bossoni Automobili Spa,Volkswagen Caddy,IT,26100 Cremona - Cr,12,17900,https://www.autoscout24.it/annunci/volkswagen-caddy-4-2-0-tdi-102-cv-furgone-diesel-bianco-144f72e5-bab0-403f-a29e-d272ecda339b?cldtidx=7&cldtsrc=listPage,4 2.0 TDI 102 CV Furgone,27980.0,10080.0,8830.0,1
